"","feature","start","end","strand","gene"
"682","gene",784304,785245,"-","zitB"
"683","gene",785359,785739,"-","ybgS"
"684","gene",786055,787107,"+","aroG"
"685","gene",787265,788017,"-","gpmA"
"686","gene",788219,789259,"-","galM"
"687","gene",789253,790401,"-","galK"
"688","gene",790405,791451,"-","galT"
"689","gene",791461,792477,"-","galE"
"690","gene",792738,794210,"-","modF"
"691","gene",794278,795066,"-","modE"
"692","gene",795195,795344,"+","acrZ"
"693","gene",795511,796284,"+","modA"
"694","gene",796284,796973,"+","modB"
"695","gene",796976,798034,"+","modC"
"696","gene",798035,798853,"-","ybhA"
"697","gene",799008,800003,"+","pgl"
"698","gene",800044,800997,"-","ybhD"
"699","gene",801181,802233,"+","ybhH"
"700","gene",802309,803742,"+","ybhI"
"701","gene",803925,806186,"+","ybhJ"
"702","gene",806420,807703,"-","ybhC"
"703","gene",807855,808331,"-","ybhB"
"704","gene",808390,809679,"-","bioA"
"705","gene",809766,810806,"+","bioB"
"706","gene",810803,811957,"+","bioF"
"707","gene",811944,812699,"+","bioC"
"708","gene",812692,813369,"+","bioD"
"709","gene",813948,815969,"+","uvrB"
"710","gene",816161,817069,"-","yvcK"
"711","gene",817466,818455,"+","moaA"
"712","gene",818477,818989,"+","moaB"
"713","gene",818992,819477,"+","moaC"
"714","gene",819470,819715,"+","moaD"
"715","gene",819717,820169,"+","moaE"
"716","gene",820306,821010,"+","ybhL"
"717","gene",821215,821928,"+","ybhM"
"718","gene",821964,822920,"-","ybhN"
"719","gene",822920,824161,"-","clsB"
"720","gene",824158,824919,"-","ybhP"
"721","gene",825052,825462,"+","ybhQ"
"722","gene",825424,826530,"-","ybhR"
"723","gene",826541,827674,"-","ybhS"
"724","gene",827667,829403,"-","ybhF"
"725","gene",829396,830391,"-","hlyD"
"726","gene",830394,831065,"-","cecR"
"727","gene",831294,832658,"+","rhlE"
"728","gene",832890,833372,"-","ybiA"
"729","gene",833492,835642,"+","dinG"
"730","gene",835670,836632,"+","ybiB"
"731","gene",836773,837858,"+","hcxB"
"732","gene",837925,837984,"+","ybiE"
"733","gene",838087,838347,"-","ybiJ"
"734","gene",838612,838878,"-","ybiI"
"735","gene",838952,839629,"-","ybiX"
"736","gene",839671,841953,"-","fiu"
"737","gene",842218,842478,"-","mcbA"
"738","gene",842754,843680,"+","rlmF"
"739","gene",843677,845902,"-","ybiO"
"740","gene",846163,846885,"-","glnQ"
"741","gene",846882,847541,"-","glnP"
"742","gene",847680,848426,"-","glnH"
"743","gene",848830,849333,"-","dps"
"744","gene",849632,850519,"-","rhtA"
"745","gene",850872,851387,"+","ompX"
"746","gene",851436,853019,"-","opgE"
"747","gene",853291,853419,"-","mntS"
"748","gene",853605,854072,"+","mntR"
"749","gene",854069,855187,"+","ybiR"
"750","gene",855246,856166,"-","ldtB"
"751","gene",856385,857977,"+","ybiT"
"752","gene",858218,859483,"-","ybiU"
"753","gene",859635,860450,"-","ybiV"
"754","gene",860596,863028,"-","ybiW"
"755","gene",863034,863933,"-","ybiY"
"756","gene",864064,864726,"+","fsa"
"757","gene",864802,865551,"-","moeB"
"758","gene",865551,866786,"-","moeA"
"759","gene",866990,867955,"+","iaaA"
"760","gene",867942,869813,"+","gsiA"
"761","gene",869833,871371,"+","gsiB"
"762","gene",871389,872309,"+","gsiC"
"763","gene",872312,873223,"+","gsiD"
"764","gene",873401,875749,"+","pdeI"
"765","gene",875757,877085,"+","dgcI"
"766","gene",877132,878457,"-","rimO"
"767","gene",878670,879053,"+","bssR"
"768","gene",879164,880279,"+","yliI"
"769","gene",880276,880902,"-","gstB"
"770","gene",881149,882351,"+","dacC"
"771","gene",882398,883156,"-","deoR"
"772","gene",883214,883810,"-","ybjG"
"773","gene",884095,885327,"+","mdfA"
"774","gene",885738,886553,"-","ybjI"
"775","gene",886553,887761,"-","ybjJ"
"776","gene",887845,888381,"+","rcdA"
"777","gene",888556,890241,"-","ybjL"
"778","gene",890511,890888,"+","ybjM"
"779","gene",890918,891175,"-","grxA"
"780","gene",891335,891622,"+","ybjC"
"781","gene",891606,892328,"+","nfsA"
"782","gene",892389,893291,"+","rimK"
"783","gene",893379,893855,"+","ybjN"
"784","gene",894206,895318,"+","potF"
"785","gene",895413,896546,"+","potG"
"786","gene",896556,897509,"+","potH"
"787","gene",897506,898351,"+","potI"
"788","gene",898411,898899,"+","ybjO"
"789","gene",898940,900067,"+","rlmC"
"790","gene",900266,900997,"-","artJ"
"791","gene",901288,901956,"-","artM"
"792","gene",901956,902672,"-","artQ"
"793","gene",902679,903410,"-","artJ"
"794","gene",903428,904156,"-","artP"
"795","gene",904374,904889,"-","ybjP"
"796","gene",905015,905338,"+","ybjQ"
"797","gene",905335,906165,"+","amiD"
"798","gene",906162,907175,"-","ybjS"
"799","gene",907274,908704,"-","ybjT"
"800","gene",908715,909716,"-","ltaE"
"801","gene",909753,911471,"-","poxB"
"802","gene",911604,912572,"-","hcr"
"803","gene",912584,914236,"-","hcp"
"804","gene",914380,915279,"-","lysO"
"805","gene",915774,916469,"-","aqpZ"
"806","gene",916895,918553,"+","ybjD"
"807","gene",918550,919506,"-","ybjX"
"808","gene",919657,920772,"+","macA"
"809","gene",920769,922715,"+","macB"
"810","gene",922788,923012,"-","cspD"
"811","gene",923162,923236,"+","yljB"
"812","gene",923335,923655,"+","clpS"
"813","gene",923686,925962,"+","clpA"
"814","tRNA",926306,926393,"-","tRNA-Ser"
"815","gene",926647,926865,"-","infA"
"816","gene",927150,927854,"-","aat"
"817","gene",927896,929617,"-","cydC"
"818","gene",929618,931384,"-","cydD"
"819","gene",931507,932472,"-","trxB"
"820","gene",933017,933511,"+","lrp"
"821","gene",933646,937635,"+","ftsK"
"822","gene",937794,938405,"+","lolA"
"823","gene",938416,939759,"+","rarA"
"824","gene",939850,941142,"+","serS"
"825","gene",941381,943825,"+","dmsA"
"826","gene",943836,944453,"+","dmsB"
"827","gene",944455,945318,"+","dmsC"
"828","gene",945353,945979,"-","ycaC"
"829","gene",946293,947441,"+","ycaD"
"830","gene",947651,949081,"+","ycaM"
"831","gene",949082,949990,"-","ycaN"
"832","gene",950090,950680,"+","ycaK"
"833","gene",950762,951502,"-","pflA"
"834","gene",951694,953976,"-","pflB"
"835","gene",954031,954888,"-","focA"
"836","gene",955294,957054,"-","ycaO"
"837","gene",957184,957876,"+","ycaP"
"838","gene",958075,959163,"+","serC"
"839","gene",959234,960517,"+","aroA"
"840","gene",960686,961450,"+","ycaL"
"841","gene",961623,962306,"+","cmk"
"842","gene",962417,964090,"+","rpsA"
"843","gene",964250,964534,"+","ihfB"
"844","gene",964742,967006,"+","ycaI"
"845","gene",967043,968791,"+","msbA"
"846","gene",968788,969774,"+","lpxK"
"847","gene",969811,971043,"+","ycaQ"
"848","gene",971095,971277,"+","ycaR"
"849","gene",971274,972020,"+","kdsB"
"850","gene",972174,973067,"+","ycbJ"
"851","gene",973044,973823,"-","elyC"
"852","gene",973959,974744,"+","cmoM"
"853","gene",974741,976063,"+","mukF"
"854","gene",976044,976748,"+","mukE"
"855","gene",976748,981208,"+","mukB"
"856","gene",981469,983316,"+","ldtD"
"857","gene",983497,984045,"+","mepK"
"858","gene",984072,984719,"+","gloC"
"859","gene",984941,986131,"-","aspC"
"860","gene",986316,987404,"-","ompF"
"861","gene",988007,989407,"-","asnS"
"862","gene",989576,990778,"-","pncB"
"863","gene",991044,993656,"+","pepN"
"864","gene",993699,994466,"-","ssuB"
"865","gene",994463,995254,"-","ssuC"
"866","gene",995265,996410,"-","ssuD"
"867","gene",996407,997366,"-","ssuA"
"868","gene",997359,997934,"-","ssuE"
"869","gene",998290,998829,"+","elfA"
"870","gene",998912,999613,"+","elfD"
"871","gene",999638,1002238,"+","elfC"
"872","gene",1002229,1003299,"+","elfG"
"873","gene",1003311,1003853,"+","ycbU"
"874","gene",1003861,1004376,"+","ycbV"
"875","gene",1004342,1005079,"+","ycbF"
"876","gene",1005190,1006200,"+","pyrD"
"877","gene",1006374,1006916,"+","zapC"
"878","gene",1006913,1008022,"-","ycbX"
"879","gene",1008266,1010374,"+","rlmKL"
"880","gene",1010386,1012293,"+","uup"
"881","gene",1012423,1013676,"+","pqiA"
"882","gene",1013681,1015321,"+","pqiB"
"883","gene",1015318,1015881,"+","pqiC"
"884","gene",1016137,1016304,"+","rmf"
"885","gene",1016374,1016892,"-","fabA"
"886","gene",1016961,1018721,"-","ycbZ"
"887","gene",1018907,1019359,"+","matP"
"888","gene",1019435,1020475,"-","ompA"
"889","gene",1020832,1021341,"-","sulA"
"890","gene",1021560,1022189,"+","sxy"
"891","gene",1022152,1024314,"-","yccS"
"892","gene",1024324,1024770,"-","yccF"
"893","gene",1024893,1026947,"+","helD"
"894","gene",1026979,1027437,"-","mgsA"
"895","gene",1027533,1028195,"-","yccT"
"896","gene",1028368,1028781,"+","yccU"
"897","gene",1028826,1029143,"-","hspQ"
"898","gene",1029201,1030391,"-","rlmI"
"899","gene",1030486,1030764,"+","yccX"
"900","gene",1030761,1031090,"-","tusE"
"901","gene",1031181,1031840,"-","yccA"
"902","tRNA",1032047,1032134,"-","tRNA-Ser"
"903","gene",1032561,1033679,"+","hyaA"
"904","gene",1033676,1035469,"+","hyaB"
"905","gene",1035488,1036195,"+","hyaC"
"906","gene",1036192,1036779,"+","hyaD"
"907","gene",1036776,1037174,"+","hyaE"
"908","gene",1037171,1038028,"+","hyaF"
"909","gene",1038162,1039706,"+","appC"
"910","gene",1039718,1040854,"+","appB"
"911","gene",1040867,1040959,"+","cbdX"
"912","gene",1041039,1042337,"+","appA"
"913","gene",1042452,1044632,"-","etk"
"914","gene",1044652,1045098,"-","etp"
"915","gene",1045086,1046225,"-","gfcE"
"916","gene",1046271,1048367,"-","gfcD"
"917","gene",1048367,1049113,"-","gfcC"
"918","gene",1049110,1049754,"-","gfcB"
"919","gene",1049861,1050166,"-","gfcA"
"920","gene",1051385,1051597,"-","cspH"
"921","gene",1051883,1052095,"+","cspG"
"922","gene",1052106,1052294,"+","ymcF"
"923","gene",1052269,1052499,"+","ymcE"
"924","gene",1052489,1052662,"+","gnsA"
"925","gene",1052711,1053784,"-","yccM"
"926","gene",1053856,1056600,"-","torS"
"927","gene",1056683,1057711,"+","torT"
"928","gene",1057684,1058376,"-","torR"
"929","gene",1058506,1059678,"+","torC"
"930","gene",1059678,1062224,"+","torA"
"931","gene",1062221,1062820,"+","torD"
"932","gene",1062972,1063277,"-","cbpM"
"933","gene",1063277,1064197,"-","cbpA"
"934","gene",1064458,1065714,"+","yccE"
"935","gene",1066007,1067248,"+","agp"
"936","gene",1067286,1067513,"-","yccJ"
"937","gene",1067534,1068130,"-","wrbA"
"938","gene",1068503,1068676,"+","ymdF"
"939","gene",1068933,1070261,"-","rutG"
"940","gene",1070282,1070776,"-","rutF"
"941","gene",1070787,1071377,"-","rutE"
"942","gene",1071387,1072187,"-","rutD"
"943","gene",1072195,1072581,"-","rutC"
"944","gene",1072593,1073285,"-","rutB"
"945","gene",1073285,1074376,"-","rutA"
"946","gene",1074664,1075302,"+","rutR"
"947","gene",1075342,1079304,"-","putA"
"948","gene",1079727,1081235,"+","putP"
"949","gene",1082665,1083792,"+","efeO"
"950","gene",1083798,1085069,"+","efeB"
"951","gene",1085690,1086478,"+","phoH"
"952","gene",1086528,1086941,"-","pgaD"
"953","gene",1086943,1088268,"-","pgaC"
"954","gene",1088261,1090279,"-","pgaB"
"955","gene",1090288,1092711,"-","pgaA"
"956","gene",1093298,1094656,"+","dgcT"
"957","tRNA",1097806,1097893,"-","tRNA-Ser"
"958","gene",1098127,1099065,"+","ghrA"
"959","gene",1099120,1099857,"+","ycdX"
"960","gene",1099881,1100435,"+","ycdY"
"961","gene",1100537,1101028,"+","ycdZ"
"962","gene",1101092,1101925,"-","csgG"
"963","gene",1101952,1102368,"-","csgF"
"964","gene",1102393,1102782,"-","csgE"
"965","gene",1102787,1103437,"-","csgD"
"966","gene",1104192,1104647,"+","csgB"
"967","gene",1104688,1105143,"+","csgA"
"968","gene",1105202,1105534,"+","csgC"
"969","gene",1106991,1107302,"+","ymdA"
"970","gene",1107397,1107930,"+","ymdB"
"971","gene",1107872,1109353,"+","clsC"
"972","gene",1109361,1110518,"-","mdoC"
"973","gene",1110912,1112447,"+","mdoG"
"974","gene",1112440,1114983,"+","mdoH"
"975","gene",1115156,1115383,"+","yceK"
"976","gene",1115384,1115758,"-","msyB"
"977","gene",1115841,1117067,"-","mdtG"
"978","gene",1117239,1118159,"-","lpxL"
"979","gene",1118384,1119436,"+","trhO"
"980","gene",1119478,1120053,"-","yceI"
"981","gene",1120057,1120623,"-","yceJ"
"982","gene",1121045,1122163,"-","solA"
"983","gene",1122278,1122532,"-","bssS"
"984","gene",1122819,1123064,"-","dinI"
"985","gene",1123138,1124184,"-","pyrC"
"986","gene",1124290,1124850,"-","yceB"
"987","gene",1124984,1125631,"-","grxB"
"988","gene",1125695,1126903,"-","mdtH"
"989","gene",1127139,1127723,"+","rimJ"
"990","gene",1127734,1128381,"+","yceH"
"991","gene",1128383,1129306,"+","yceM"
"992","gene",1129416,1130951,"+","murJ"
"993","gene",1130991,1131407,"-","flgN"
"994","gene",1131412,1131705,"-","flgM"
"995","gene",1131781,1132440,"-","flgA"
"996","gene",1132595,1133011,"+","flgB"
"997","gene",1133015,1133419,"+","flgC"
"998","gene",1133431,1134126,"+","flgD"
"999","gene",1134151,1135359,"+","flgE"
"1000","gene",1135379,1136134,"+","flgF"
"1001","gene",1136306,1137088,"+","flgG"
"1002","gene",1137141,1137839,"+","flgH"
"1003","gene",1137851,1138948,"+","flgI"
"1004","gene",1138948,1139889,"+","flgJ"
"1005","gene",1139955,1141598,"+","flgK"
"1006","gene",1141610,1142563,"+","flgL"
"1007","gene",1142759,1145944,"-","rne"
"1008","gene",1146517,1147476,"+","rluC"
"1009","gene",1147588,1148172,"-","yceF"
"1010","gene",1148371,1148892,"+","yceD"
"1011","gene",1148944,1149117,"+","rpmF"
"1012","gene",1149198,1150268,"+","plsX"
"1013","gene",1150336,1151289,"+","fabH"
"1014","gene",1151305,1152234,"+","fabD"
"1015","gene",1152247,1152981,"+","fabG"
"1016","gene",1153192,1153428,"+","acpP"
"1017","gene",1153516,1154757,"+","fabF"
"1018","gene",1154877,1155686,"+","pabC"
"1019","gene",1155689,1156711,"+","yceG"
"1020","gene",1156701,1157342,"+","tmk"
"1021","gene",1157339,1158343,"+","holB"
"1022","gene",1158354,1159151,"+","ycfH"
"1023","gene",1159446,1160879,"+","ptsG"
"1024","gene",1160939,1163128,"-","fhuE"
"1025","gene",1163462,1163821,"+","hinT"
"1026","gene",1163824,1164201,"+","ycfL"
"1027","gene",1164215,1164856,"+","lpoB"
"1028","gene",1164837,1165661,"+","thiK"
"1029","gene",1165672,1166697,"+","nagZ"
"1030","gene",1166720,1167262,"+","ycfP"
"1031","gene",1167662,1168966,"+","ndh"
"1032","gene",1169176,1169715,"+","ycfJ"
"1033","gene",1169777,1170409,"-","comR"
"1034","gene",1170650,1170907,"+","bhsA"
"1035","gene",1170989,1171951,"-","ldtC"
"1036","gene",1172095,1175541,"-","mfd"
"1037","gene",1175669,1176742,"-","ycfT"
"1038","gene",1177004,1178203,"+","lolC"
"1039","gene",1178196,1178897,"+","lolD"
"1040","gene",1178897,1180141,"+","lolE"
"1041","gene",1180170,1181081,"+","nagK"
"1042","gene",1181097,1181936,"+","cobB"
"1043","gene",1182056,1182844,"-","ycfZ"
"1044","gene",1182841,1183302,"-","ymfA"
"1045","gene",1183360,1184406,"-","potD"
"1046","gene",1184403,1185197,"-","potC"
"1047","gene",1185194,1186051,"-","potB"
"1048","gene",1186035,1187171,"-","potA"
"1049","gene",1187421,1188647,"+","pepT"
"1050","gene",1188696,1189817,"-","roxA"
"1051","gene",1189893,1191353,"-","phoQ"
"1052","gene",1191353,1192024,"-","phoP"
"1053","gene",1192193,1193563,"-","purB"
"1054","gene",1193567,1194208,"-","hflD"
"1055","gene",1194244,1195350,"-","mnmA"
"1056","gene",1195404,1195865,"-","nudJ"
"1057","gene",1195875,1196528,"-","rluE"
"1058","gene",1196700,1197950,"+","icd"
"1059","gene",1198444,1199109,"-","ymfD"
"1060","gene",1200272,1201165,"+","lit"
"1061","gene",1201256,1202383,"-","intE"
"1062","gene",1202364,1202609,"-","xisE"
"1063","gene",1203836,1204510,"-","ymfK"
"1064","gene",1204601,1204801,"+","ymfT"
"1065","gene",1204845,1205402,"+","ymfL"
"1066","gene",1208490,1209074,"+","ymfQ"
"1067","gene",1209709,1210122,"+","tfaP"
"1068","gene",1210094,1210696,"-","tfaE"
"1069","gene",1211262,1211816,"+","pinE"
"1070","gene",1211923,1212756,"+","mcrA"
"1071","gene",1213257,1213580,"-","iraM"
"1072","gene",1214280,1214684,"-","ycgX"
"1073","gene",1214905,1215636,"-","bluR"
"1074","gene",1215841,1217052,"-","bluF"
"1075","gene",1217366,1217602,"+","ycgZ"
"1076","gene",1217645,1217917,"+","ymgA"
"1077","gene",1217946,1218212,"+","ariR"
"1078","gene",1218905,1220428,"+","pdeG"
"1079","gene",1223882,1224217,"-","ymgD"
"1080","gene",1224221,1224565,"-","ymgG"
"1081","gene",1225856,1226122,"-","minE"
"1082","gene",1226126,1226938,"-","minD"
"1083","gene",1226962,1227657,"-","minC"
"1084","gene",1228177,1228545,"+","ycgJ"
"1085","gene",1228648,1229049,"-","pliG"
"1086","gene",1229656,1230315,"+","ycgM"
"1087","gene",1230407,1230853,"+","ycgN"
"1088","gene",1231060,1231971,"-","hlyE"
"1089","gene",1232344,1232763,"+","umuD"
"1090","gene",1232763,1234031,"+","umuC"
"1091","gene",1234077,1234607,"-","dsbB"
"1092","gene",1234753,1236294,"-","nhaB"
"1093","gene",1236515,1237234,"+","fadR"
"1094","gene",1237286,1238818,"-","ycgB"
"1095","gene",1239148,1240446,"+","dadA"
"1096","gene",1240456,1241526,"+","dadX"
"1097","gene",1241912,1243648,"-","cvrA"
"1098","gene",1243743,1244657,"-","ldcA"
"1099","gene",1244757,1245368,"+","emtA"
"1100","gene",1245370,1246104,"-","ycgR"
"1101","gene",1246305,1246559,"+","ymgE"
"1102","gene",1247256,1248953,"-","treA"
"1103","gene",1249273,1250691,"-","dhaM"
"1104","gene",1250702,1251334,"-","dhaL"
"1105","gene",1251345,1252415,"-","dhaK"
"1106","gene",1252643,1254562,"+","dhaR"
"1107","gene",1254662,1257529,"-","ycgV"
"1108","gene",1258298,1259389,"-","ychF"
"1109","gene",1259506,1260090,"-","pth"
"1110","gene",1260368,1260646,"+","ychH"
"1111","gene",1260701,1262353,"-","dauA"
"1112","gene",1262505,1263452,"-","prs"
"1113","gene",1263603,1264454,"-","ispE"
"1114","gene",1264454,1265077,"-","lolB"
"1115","gene",1265291,1266547,"+","hemA"
"1116","gene",1266589,1267671,"+","prfA"
"1117","gene",1267671,1268504,"+","prmC"
"1118","gene",1268501,1268893,"+","sirB2"
"1119","gene",1268897,1269706,"+","sirB1"
"1120","gene",1269742,1270596,"+","kdsA"
"1121","gene",1272326,1273426,"-","chaA"
"1122","gene",1273696,1273926,"+","chaB"
"1123","gene",1274084,1274779,"+","chaC"
"1124","gene",1274823,1275176,"-","ychN"
"1125","gene",1275361,1276755,"+","ychO"
"1126","gene",1276756,1277406,"-","narL"
"1127","gene",1277399,1279195,"-","narX"
"1128","gene",1279534,1280925,"+","narK"
"1129","gene",1281441,1285184,"+","narG"
"1130","gene",1285181,1286719,"+","narH"
"1131","gene",1286716,1287426,"+","narJ"
"1132","gene",1287426,1288103,"+","narI"
"1133","tRNA",1288821,1288905,"-","tRNA-Tyr"
"1134","tRNA",1289115,1289199,"-","tRNA-Tyr"
"1135","gene",1289359,1290201,"-","purU"
"1136","gene",1290251,1290709,"-","ychJ"
"1137","gene",1290822,1291727,"+","rssA"
"1138","gene",1291819,1292832,"+","rssB"
"1139","gene",1293034,1293942,"+","galU"
"1140","gene",1294086,1294499,"-","hns"
"1141","gene",1295104,1295721,"+","tdk"
"1142","gene",1297023,1299698,"-","adhE"
"1143","gene",1300091,1300144,"+","ychE"
"1144","gene",1300175,1300822,"+","ychE"
"1145","gene",1302896,1304527,"+","oppA"
"1146","gene",1304613,1305533,"+","oppB"
"1147","gene",1305548,1306456,"+","oppC"
"1148","gene",1306468,1307481,"+","oppD"
"1149","gene",1307478,1308482,"+","oppF"
"1150","gene",1308535,1308864,"-","yciU"
"1151","gene",1308899,1310359,"-","cls"
"1152","gene",1310502,1310675,"+","yciY"
"1153","gene",1310730,1311983,"-","kch"
"1154","gene",1312283,1312579,"-","yciI"
"1155","gene",1312803,1313522,"+","tonB"
"1156","gene",1313562,1313960,"-","yciA"
"1157","gene",1314065,1314604,"-","yciB"
"1158","gene",1314634,1315377,"-","yciC"
"1159","gene",1315734,1316372,"+","ompW"
"1160","gene",1316432,1316938,"-","yciE"
"1161","gene",1316984,1317484,"-","yciF"
"1162","gene",1317570,1317749,"-","yciG"
"1163","gene",1318130,1318936,"-","trpA"
"1164","gene",1318936,1320129,"-","trpB"
"1165","gene",1320141,1321502,"-","trpCF"
"1166","gene",1321503,1323098,"-","trpD"
"1167","gene",1323098,1324660,"-","trpE"
"1168","gene",1324752,1324796,"-","trpL"
"1169","gene",1324934,1325815,"+","yciV"
"1170","gene",1325812,1326432,"+","yciO"
"1171","gene",1326460,1328355,"+","yciQ"
"1172","gene",1328566,1329441,"+","rluB"
"1173","gene",1329481,1330071,"-","cobO"
"1174","gene",1330068,1330826,"-","yciK"
"1175","gene",1331046,1332095,"+","sohB"
"1176","gene",1332131,1332382,"-","yciN"
"1177","gene",1332762,1335359,"+","topA"
"1178","gene",1335569,1336543,"+","cysB"
"1179","gene",1336862,1337002,"+","ymiA"
"1180","gene",1337545,1340220,"+","acnA"
"1181","gene",1340284,1340874,"-","ribA"
"1182","gene",1341044,1341808,"+","pgpB"
"1183","gene",1341957,1342265,"+","lapA"
"1184","gene",1342272,1343441,"+","lapB"
"1185","gene",1343635,1344372,"+","pyrF"
"1186","gene",1344372,1344698,"+","yciH"
"1187","gene",1344824,1345042,"-","osmB"
"1188","gene",1345311,1346060,"-","yciT"
"1189","gene",1346361,1346489,"+","ymiD"
"1190","gene",1346471,1348456,"-","pdeR"
"1191","gene",1348692,1350626,"-","rnb"
"1192","gene",1350694,1351821,"-","yciW"
"1193","gene",1351965,1352753,"-","fabI"
"1194","gene",1353121,1353474,"-","ycjD"
"1195","gene",1353542,1354348,"-","sapF"
"1196","gene",1354350,1355342,"-","sapD"
"1197","gene",1355342,1356232,"-","sapC"
"1198","gene",1356219,1357184,"-","sapB"
"1199","gene",1357181,1358824,"-","sapA"
"1200","gene",1359137,1359382,"-","ymjA"
"1201","gene",1359516,1360901,"-","puuP"
"1202","gene",1361204,1362622,"-","puuA"
"1203","gene",1362834,1363598,"+","puuD"
"1204","gene",1363625,1364182,"+","puuR"
"1205","gene",1364457,1365944,"+","puuC"
"1206","gene",1365946,1367226,"+","puuB"
"1207","gene",1367264,1368529,"+","puuE"
"1208","gene",1368649,1369626,"-","pspF"
"1209","gene",1369793,1370461,"+","pspA"
"1210","gene",1370515,1370739,"+","pspB"
"1211","gene",1370739,1371098,"+","pspC"
"1212","gene",1371107,1371328,"+","pspD"
"1213","gene",1371403,1371717,"+","pspE"
"1214","gene",1371930,1373609,"+","ycjM"
"1215","gene",1373623,1374915,"+","ycjN"
"1216","gene",1374936,1375817,"+","ycjO"
"1217","gene",1375804,1376646,"+","ycjP"
"1218","gene",1376677,1377729,"+","ycjQ"
"1219","gene",1377748,1378536,"+","ycjR"
"1220","gene",1378546,1379601,"+","ycjS"
"1221","gene",1379598,1381865,"+","ycjT"
"1222","gene",1381862,1382521,"+","pgmB"
"1223","gene",1383661,1384566,"+","ompG"
"1224","gene",1384677,1385675,"-","ycjW"
"1225","gene",1385831,1387228,"+","ycjX"
"1226","gene",1387225,1388286,"+","ycjF"
"1227","gene",1388434,1389975,"+","tyrR"
"1228","gene",1390019,1390525,"-","tpx"
"1229","gene",1390644,1391609,"+","ycjG"
"1230","gene",1391584,1392312,"-","mpaA"
"1231","gene",1392647,1393567,"-","ycjY"
"1232","gene",1393705,1394604,"+","pgrR"
"1233","gene",1394941,1396554,"+","mppA"
"1234","gene",1396605,1397636,"-","ynaI"
"1235","gene",1399079,1399336,"+","ynaJ"
"1236","gene",1399386,1400336,"-","uspE"
"1237","gene",1400488,1401240,"-","fnr"
"1238","gene",1401435,1401950,"-","ogt"
"1239","gene",1401961,1403487,"-","abgT"
"1240","gene",1403524,1404969,"-","abgB"
"1241","gene",1404969,1406279,"-","abgA"
"1242","gene",1406455,1407363,"+","abgR"
"1243","gene",1407693,1408256,"+","smrA"
"1244","gene",1408277,1409509,"-","dgcM"
"1245","gene",1409703,1409750,"+","ydaN"
"1246","gene",1409764,1410747,"+","zntB"
"1247","gene",1411225,1412598,"+","dbpA"
"1248","gene",1412727,1413662,"-","ttcA"
"1249","gene",1413714,1414949,"-","intR"
"1250","gene",1414951,1415166,"-","xisR"
"1251","gene",1415245,1415454,"-","rcbA"
"1252","gene",1415447,1415641,"-","ralR"
"1253","gene",1415698,1416507,"-","recT"
"1254","gene",1416500,1419100,"-","recE"
"1255","gene",1419202,1419477,"-","racC"
"1256","gene",1419722,1419943,"-","kilR"
"1257","gene",1420385,1420873,"+","sieB"
"1258","gene",1420870,1421025,"-","ydaF"
"1259","gene",1421479,1421955,"-","racR"
"1260","gene",1422079,1422375,"+","ydaS"
"1261","gene",1422398,1422820,"+","ydaT"
"1262","gene",1422833,1423690,"+","ydaU"
"1263","gene",1423697,1424443,"+","ydaV"
"1264","gene",1425114,1425299,"+","rzoD"
"1265","gene",1425496,1426953,"+","trkG"
"1266","gene",1427091,1427354,"+","ynaK"
"1267","pseudogene",1428168,1429100,"+","ynaA"
"1268","gene",1430763,1434125,"+","stfR"
"1269","gene",1434125,1434700,"+","tfaR"
"1270","gene",1434798,1435388,"-","pinR"
"1271","gene",1435705,1435938,"-","ydfK"
"1272","gene",1436899,1437333,"-","uspF"
"1273","gene",1437474,1438607,"-","ompN"
"1274","gene",1438974,1442498,"-","nifJ"
"1275","gene",1442772,1443038,"+","ydbJ"
"1276","gene",1443035,1443457,"-","hslJ"
"1277","gene",1443568,1444557,"-","ldhA"
"1278","gene",1444765,1447404,"+","ydbH"
"1279","gene",1447401,1447586,"+","ynbE"
"1280","gene",1447594,1447920,"+","ydbL"
"1281","gene",1448092,1448997,"-","feaR"
"1282","gene",1449233,1450732,"+","feaB"
"1283","gene",1450790,1453063,"-","tynA"
"1284","gene",1453311,1455356,"-","paaZ"
"1285","gene",1455641,1456570,"+","paaA"
"1286","gene",1456582,1456869,"+","paaB"
"1287","gene",1456878,1457624,"+","paaC"
"1288","gene",1457639,1458136,"+","paaD"
"1289","gene",1458144,1459214,"+","paaK"
"1290","gene",1459211,1459978,"+","paaF"
"1291","gene",1459978,1460766,"+","paaG"
"1292","gene",1460768,1462195,"+","paaC"
"1293","gene",1462185,1462607,"+","paaI"
"1294","gene",1462607,1463812,"+","paaJ"
"1295","gene",1463839,1465152,"+","paaF"
"1296","gene",1465253,1466203,"+","paaX"
"1297","gene",1466185,1466775,"+","paaY"
"1298","gene",1475935,1476795,"+","pdxI"
"1299","gene",1476858,1479164,"+","ydbD"
"1300","gene",1479335,1479940,"+","ynbA"
"1301","gene",1479940,1480836,"+","ynbB"
"1302","gene",1480852,1482609,"+","ynbC"
"1303","gene",1482599,1483915,"+","ynbD"
"1304","gene",1483969,1484574,"-","azoR"
"1305","gene",1484775,1488677,"+","hrpA"
"1306","gene",1488949,1489749,"+","ydcF"
"1307","gene",1489946,1491385,"+","aldA"
"1308","pseudogene",1491427,1492427,"-","gap"
